id,draft_year,draft_position,height,height_inches
millsel01,2015,NA,6-6,78
millspa01,2007,47,6-7,79
millspa02,2010,55,6-2,74
millste01,1991,16,6-10,82
miltosh01,2019,54,6-5,77
minayju01,2023,NA,6-5,77
minerha01,1993,12,6-5,77
mingya01,2003,1,7-6,90
minixri01,2025,NA,6-7,79
minnidi01,1984,33,6-3,75
minorgr01,1995,25,6-6,78
minotjo01,2023,45,6-8,80
mirotni01,2012,23,6-10,82
miskija01,2000,NA,6-2,74
missiyv01,2025,21,6-11,83
mitchaj01,2025,38,6-4,76
mitchda01,2022,9,6-0,72
mitchdo01,2018,13,6-2,74
mitchmi01,1979,15,6-7,79
mitchsa01,1986,54,6-6,78
mitchto01,1989,43,6-7,79
mitchto02,2014,37,6-8,80
mitchto03,2014,NA,6-6,78
mitrona01,2018,NA,6-3,75
mixst01,1970,61,6-7,79
moblecu01,1999,41,6-4,76
mobleer01,1995,18,6-11,83
mobleev01,2022,3,6-11,83
mobleis01,2023,49,6-8,80
mogbojo01,2025,31,6-9,81
mohamna01,1999,29,6-10,82
moisoje01,2001,11,6-10,82
mokespa01,1980,42,7-0,84
mokokad01,2020,NA,6-4,76
moncrsi01,1980,5,6-4,76
monekch01,2023,NA,6-5,77
moneyer01,1975,33,6-0,72
moniase01,2005,23,6-8,80
monkma01,2018,11,6-3,75
monroea01,1968,2,6-3,75
monrogr01,2011,7,6-11,83
monroro01,1992,30,6-3,75
montelu01,2016,NA,6-7,79
montrer01,1995,9,7-0,84
moodymo01,2022,14,6-5,77
moonema01,2020,NA,6-3,75
moonja01,2008,NA,6-8,80
moonxa01,2022,NA,6-0,72
moorean01,1988,31,6-9,81
moorebe01,2018,NA,6-8,80
mooreet01,2012,55,6-3,75
moorejo01,1980,43,6-1,73
moorelo01,1981,52,6-1,73
mooremi01,1999,NA,7-0,84
moorero01,1988,25,7-0,84
mooreta02,2024,NA,6-5,77
mooretr01,1992,NA,6-4,76
moorewe01,2023,26,6-5,77
moranja01,2020,2,6-2,74
moreler01,2015,NA,6-10,82
morgagu01,1983,40,6-8,80
morgaju01,2020,NA,6-7,79
mornida01,1993,47,6-10,82
morriad01,2007,3,6-8,80
morrich01,1989,4,6-8,80
morrida01,2012,41,6-4,76
morriis01,1993,37,6-8,80
morrija01,2018,NA,6-5,77
morrima02,2012,13,6-9,81
morrima03,2012,14,6-8,80
morrimi01,1990,51,6-4,76
morrimo01,2018,51,6-2,74
morrira01,2007,NA,6-10,82
morrite01,2002,34,6-9,81
morroan01,2009,NA,6-5,77
mortodw01,1995,45,6-7,79
mortojo01,1990,25,6-3,75
mortori01,1989,NA,6-3,75
mosspe01,1983,69,6-2,74
motenla01,1996,36,6-5,77
motiedo01,2012,20,7-0,84
motlejo01,2018,NA,6-8,80
mottoha01,2001,40,6-11,83
moultar01,2013,27,6-11,83
mournal01,1993,2,6-10,82
mozgoti01,2011,NA,7-1,85
mudiaem01,2016,7,6-3,75
muhamsh01,2014,14,6-5,77
muldemy01,2020,NA,6-3,75
mulleby01,2010,24,7-0,84
mullich01,1986,7,6-7,79
mundtto01,1996,NA,7-0,84
munfoxa02,2016,NA,6-4,76
munkch01,1991,NA,6-9,81
murdoer01,1992,21,6-1,73
muresgh01,1994,30,7-7,91
murkead01,2022,NA,6-5,77
murphca01,1971,18,5-9,69
murpher01,2014,49,6-10,82
murphja01,1985,31,6-9,81
murphke01,2013,47,6-5,77
murphro01,1988,17,6-5,77
murphto01,1987,53,6-9,81
murphtr01,2002,14,6-11,83
murphtr02,2022,17,6-8,80
murraco01,2026,9,6-7,79
murrade01,2017,29,6-4,76
murraja01,2017,7,6-4,76
murrake02,2023,4,6-8,80
murrakr01,2024,23,6-8,80
murrala01,1995,7,6-7,79
murraro01,2003,42,6-4,76
murratr01,1993,18,6-7,79
murryto01,2014,NA,6-5,77
musadz01,2019,29,6-9,81
muscami01,2014,44,6-10,82
mustaje01,1991,17,6-10,82
mutomdi01,1992,4,7-2,86
muursma01,1997,25,6-9,81
myerspe01,1987,120,6-6,78
mykhasv01,2019,47,6-7,79
nachbbo01,2003,15,6-9,81
naderab01,2017,58,6-5,77
nailole01,2000,43,6-9,81
najered01,2001,38,6-8,80
nancela01,1982,20,6-10,82
nancela02,2016,27,6-6,78
nancepe01,2024,NA,6-9,81
napiesh01,2015,24,6-0,72
nashst01,1997,15,6-3,75
natersw01,1974,16,6-11,83
nathaho01,1996,NA,5-11,71
nattca01,1980,8,6-6,78
nattke01,1981,30,6-3,75
navarju01,2003,40,6-3,75
ndiayha01,2011,56,7-0,84
ndiayma01,1999,NA,6-8,80
ndiayma02,2001,26,7-0,84
ndongbo01,2006,NA,7-0,84
ndourma01,2017,NA,6-9,81
nealcr01,1989,71,6-5,77
nealga01,2011,NA,6-4,76
nealyed01,1983,166,6-7,79
nedovne01,2014,30,6-3,75
nelsode01,2009,NA,6-4,76
nelsoja01,2005,20,6-0,72
nembhan01,2023,31,6-4,76
nembhrj01,2022,NA,6-5,77
nembhru01,1997,NA,6-3,75
nembhry01,2026,NA,5-11,71
nesbyty01,1999,NA,6-6,78
nesmiaa01,2021,14,6-5,77
nesslma01,1988,116,7-2,86
nestera01,1999,17,7-0,84
netora01,2014,47,6-2,74
nevitch01,1983,63,7-5,89
newbeme01,1993,NA,6-4,76
newbiiv01,1995,NA,6-9,81
newblir01,2001,NA,6-7,79
newelas01,2026,23,6-10,82
newlimi01,1972,24,6-4,76
newmajo01,1987,29,6-7,79
newmama01,2020,NA,6-3,75
newtotr01,2025,49,6-5,77
nfalyda01,2025,NA,6-11,83
niangge01,2017,50,6-6,78
nichoan01,2013,19,6-9,81
nichode01,2008,53,6-8,80
nickega01,1995,34,6-3,75
nicksca01,1981,23,6-1,73
nilesmi01,1980,83,6-6,78
nimphku01,1981,47,6-10,82
nixda01,2022,NA,6-3,75
nixdy01,1990,29,6-7,79
nixonno01,1978,22,6-2,74
nnajize01,2021,22,6-10,82
noahjo01,2008,9,6-11,83
nocioan01,2005,NA,6-7,79
noelda01,2007,39,6-6,78
noelne01,2014,6,6-10,82
noguelu01,2014,16,7-0,84
nordgje01,1997,53,6-7,79
normake01,1988,19,6-8,80
norriau01,1983,37,6-9,81
norrimi01,2025,NA,6-7,79
norrimo01,1997,33,6-1,73
norrisy01,1980,63,6-11,83
norveza01,2020,NA,6-5,77
novakst01,2007,32,6-10,82
nowelja01,2020,43,6-4,76
nowelma01,2024,NA,5-7,67
nowitdi01,1999,9,7-0,84
ntilila01,2018,8,6-4,76
nunnaja01,2014,NA,6-7,79
nunnke01,2020,NA,6-3,75
nurkiju01,2015,16,6-11,83
nuttde01,1987,NA,6-2,74
nwabada01,2017,NA,6-5,77
nworajo01,2021,45,6-8,80
nwosuju01,1995,NA,6-10,82
oaklech01,1986,9,6-9,81
obannch01,1998,32,6-5,77
obanned01,1996,9,6-8,80
obertfa01,2006,NA,6-10,82
obriejj01,2016,NA,6-7,79
obryajo01,2015,36,6-9,81
obryapa01,2007,9,7-0,84
ochefda01,2017,NA,6-11,83
odengr01,2008,1,7-0,84
odomla01,2000,4,6-10,82
oggal01,1991,NA,7-2,86
ohlbrti01,2013,NA,6-11,83
ojelese01,2018,37,6-6,78
okafoem01,2005,2,6-10,82
okafoja01,2016,3,6-10,82
okekech01,2020,16,6-7,79
okoboel01,2019,31,6-3,75
okogijo01,2019,20,6-4,76
okongon01,2021,6,6-10,82
okoremi01,1981,6,6-7,79
okorois01,2021,5,6-4,76
okpalkz01,2020,32,6-8,80
okurme01,2002,38,6-11,83
oladivi01,2014,2,6-3,75
olajuha01,1985,1,7-0,84
olberma01,1977,NA,6-8,80
oldhaja01,1981,41,7-0,84
olivaqu01,2025,NA,6-2,74
olivebr01,1991,32,6-4,76
oliveca01,2021,NA,6-8,80
olivede01,2002,NA,5-11,71
oliveji01,1992,39,6-5,77
olivejo01,1978,168,6-7,79
ollieke01,1998,NA,6-2,74
olowomi01,1999,1,7-0,84
olynyke01,2014,13,7-0,84
omorueu01,2022,NA,6-6,78
onealje01,1997,17,6-11,83
onealro01,2018,NA,6-6,78
onealsh01,1993,1,7-1,85
onimi01,2020,58,6-5,77
onuakar01,2014,NA,6-9,81
onuakch01,2017,37,6-10,82
oquinky01,2013,49,6-9,81
orrlo01,1981,29,6-8,80
ortizjo01,1988,15,6-10,82
ortonda01,2011,29,6-10,82
osmande01,2016,31,6-7,79
ostergr01,1996,28,7-2,86
osullda01,1991,NA,6-10,82
othicma01,1993,NA,6-2,74
oturuda01,2021,33,6-10,82
oubreke01,2016,15,6-8,80
outlabo01,1994,NA,6-8,80
outlatr01,2004,23,6-9,81
overtdo01,1992,40,6-3,75
owensan01,2006,NA,6-4,76
owensbi01,1992,3,6-9,81
owensch01,2003,48,6-7,79
owenske01,1992,NA,6-7,79
owensla01,2011,NA,6-7,79
owensta01,2020,NA,6-10,82
owensto01,1972,58,6-10,82
owesra01,1997,NA,6-9,81
oyedeol01,2001,42,6-10,82
pachuza01,2004,42,6-11,83
packro01,1992,NA,6-2,74
paddige01,1989,74,6-7,79
padgesc01,2000,28,6-9,81
paigeja01,2022,NA,6-2,74
paigema01,2017,55,6-0,72
palacmi01,2000,NA,6-3,75
palmetr01,2022,NA,6-6,78
palmewa01,1991,33,7-1,85
pangoke01,2022,NA,6-1,73
pankoan01,2001,NA,6-9,81
papagge01,2017,13,7-1,85
papanko01,2013,48,6-8,80
pargoja01,2003,NA,6-1,73
pargoje01,2012,NA,6-2,74
parisro01,1977,8,7-1,85
parkean01,1998,21,6-6,78
parkeja01,2015,2,6-7,79
parkesm01,2003,NA,6-4,76
parkeso01,1977,17,6-6,78
parketo01,2002,28,6-2,74
parksch02,1996,12,6-11,83
parsoch01,2012,38,6-9,81
pascher01,2020,41,6-6,78
pasecan01,2018,25,7-1,85
paspaza01,1990,NA,6-9,81
patrimy01,1981,NA,6-8,80
pattean01,1999,46,6-9,81
pattela01,2015,48,6-5,77
pattepa01,2011,14,6-8,80
patteru01,1999,31,6-5,77
pattoju01,2018,16,6-11,83
paulbr01,2018,NA,6-4,76
paulch01,2006,4,6-0,72
paultbi01,1971,103,6-11,83
pavloal01,2004,19,6-8,80
paxsoji02,1980,12,6-6,78
paxsojo01,1984,19,6-2,74
paynead01,2015,15,6-10,82
payneca01,2016,14,6-2,74
payneke01,1990,19,6-8,80
paytoel01,2015,10,6-3,75
paytoga01,1991,2,6-4,76
paytoga02,2017,NA,6-2,74
peavymi01,2026,40,6-7,79
pecheol01,2007,18,7-0,84
peckwi01,1980,19,6-7,79
peelean01,1993,15,6-4,76
pekovni01,2009,31,6-11,83
pelleno01,2020,NA,6-10,82
pellosa01,1980,NA,6-9,81
penbemi01,2001,NA,6-3,75
pendano01,2026,32,6-7,79
pendeje02,2010,31,6-9,81
penigde01,2004,NA,6-7,79
penneki01,2004,NA,6-5,77
peplomi01,1994,52,6-10,82
perduwi01,1989,11,7-0,84
pereima01,2024,NA,6-8,80
perkike01,2004,27,6-10,82
perkisa01,1985,4,6-9,81
perovko01,2007,38,7-2,86
perralo01,2018,NA,6-2,74
perryel01,1992,37,6-0,72
perryre01,2021,57,6-8,80
perryti01,1989,7,6-9,81
persoch01,1987,4,6-8,80
persowe01,1995,23,6-6,78
peteral01,2018,54,6-9,81
peterdr01,2024,NA,6-8,80
peterji01,1985,51,6-10,82
petermo01,2001,21,6-7,79
peterta01,2026,54,6-3,75
petrodr01,1987,60,6-5,77
petrojo01,2006,25,7-0,84
petrufi01,2022,50,6-11,83
petruri01,1994,46,6-10,82
pheglro01,1979,14,6-6,78
phelpde01,1995,NA,6-4,76
phelpmi01,1986,144,6-4,76
phillbo01,1992,45,6-5,77
philled01,1983,21,6-7,79
phillju01,2024,35,6-6,78
piatker01,1995,15,6-7,79
pickeja01,2022,NA,6-9,81
pickeja02,2024,32,6-2,74
piercpa01,1999,10,6-7,79
piercri01,1983,18,6-4,76
pietkst01,1979,133,6-5,77
pietrmi01,2004,11,6-6,78
pincked01,1986,10,6-9,81
pinknke01,2007,NA,6-10,82
pinonjo01,1984,58,6-8,80
pinsoth01,2019,NA,6-5,77
piotrto01,1984,62,7-1,85
pippesc01,1988,5,6-8,80
pippesc02,2023,NA,6-2,74
pittmch01,1983,61,6-8,80
pittmde01,2011,32,6-11,83
planizo01,2004,22,6-7,79
pleisti01,2011,31,7-3,87
plowdda01,2025,NA,6-4,76
plumlma01,2014,22,7-0,84
plumlma02,2017,NA,7-0,84
plumlmi01,2013,26,6-11,83
plummga01,1985,45,6-9,81
podkopa01,2005,21,7-5,89
podzibr01,2024,19,6-4,76
poeltja01,2017,9,7-0,84
poirivi01,2020,NA,7-0,84
pokusal01,2021,17,7-0,84
poleedw01,1987,54,6-5,77
pollasc01,1998,19,6-11,83
polynol01,1988,8,7-0,84
pondequ01,2011,26,6-7,79
pondssh01,2020,NA,6-0,72
ponsyv01,2022,NA,6-5,77
poolejo01,2020,28,6-4,76
popeda01,1985,62,6-7,79
popema01,1997,52,6-10,82
popsoda01,1988,88,6-10,82
poquebe01,1978,36,6-9,81
portech01,2001,55,6-7,79
portecr01,2024,NA,6-1,73
portejo01,2021,NA,6-11,83
porteke01,1973,39,6-0,72
porteke02,2020,30,6-5,77
portemi01,2019,14,6-10,82
porteot01,2014,3,6-8,80
portete01,1986,24,6-3,75
portibo01,2016,22,6-9,81
porzikr01,2016,4,7-2,86
poseyja01,2000,18,6-8,80
postela01,2001,39,6-5,77
postqu01,2025,52,7-0,84
potapvi01,1997,12,6-10,82
pottemi01,2022,NA,6-9,81
poweldr01,2026,22,6-5,77
poweldw01,2015,45,6-10,82
powele01,2007,49,6-8,80
poweljo01,2006,NA,6-9,81
powelka01,2008,NA,6-7,79
powelmy01,2022,NA,6-2,74
powelno01,2016,46,6-3,75
powelro01,2007,NA,6-6,78
poythal01,2017,NA,6-9,81
pressdo01,1987,99,6-2,74
pressha01,1987,17,6-7,79
presspa01,1983,20,6-5,77
pressph01,2014,NA,5-11,71
prestja01,2022,33,6-3,75
priceaj01,2010,52,6-2,74
pricebr01,1993,32,6-1,73
pricema01,1987,25,6-0,72
pricero01,2006,NA,6-2,74
priceto01,1980,29,6-6,78
prigipa01,2013,NA,6-3,75
primojo01,2022,12,6-4,76
princta01,2003,23,6-9,81
princta02,2017,12,6-6,78
pritcke01,1991,34,6-3,75
pritcpa01,2021,26,6-1,73
proctty01,2026,49,6-4,76
profila01,2000,38,6-5,77
prospol01,2024,24,6-7,79
pruitga01,2008,32,6-4,76
przybjo01,2001,9,7-1,85
pullaan01,1993,NA,6-10,82
pulleja01,2018,NA,6-1,73
pullizy01,2025,NA,6-4,76
purviro01,2018,NA,6-4,76
qizh01,2017,43,7-1,85
quartti01,2017,NA,6-6,78
queende01,2026,13,6-9,81
queentr01,2022,NA,6-5,77
quetane01,2022,39,7-0,84
quickim01,2021,25,6-2,74
quinnbr01,1990,50,6-8,80
quinnch01,2007,NA,6-2,74
quinole01,2023,NA,6-5,77
rabbiv01,2018,35,6-10,82
radfoma01,1982,53,6-4,76
radjadi01,1990,40,6-11,83
radmavl01,2002,12,6-10,82
radojal01,2000,12,7-3,87
radulmi01,2014,NA,7-0,84
rainsed01,1982,30,6-7,79
rakocig01,2001,51,6-3,75
rambiku01,1981,58,6-8,80
ramospe01,2005,32,7-3,87
ramseja01,2021,43,6-3,75
randama01,1992,26,6-8,80
randlch01,2017,NA,6-2,74
randlju01,2015,7,6-9,81
randoan01,2009,14,6-10,82
randosh01,2006,NA,6-10,82
randoza01,2002,19,6-9,81
rankwa01,1981,99,6-6,78
ranseke01,1981,4,6-1,73
rasmubl01,1986,15,7-0,84
rathaxa01,2018,NA,6-4,76
ratlith01,1996,18,6-10,82
rautian01,2011,38,6-4,76
rautile01,1984,17,6-8,80
rayal01,2007,NA,6-2,74
raycl01,1972,40,6-9,81
rayja01,1981,5,6-8,80
raynama01,2026,42,7-1,85
reathdu01,2024,NA,6-9,81
reaveau01,2022,NA,6-5,77
reavejo02,2020,NA,6-4,76
rebraze01,1995,54,7-0,84
recasel01,1995,NA,6-3,75
reddica01,2020,10,6-7,79
reddmi01,2001,43,6-6,78
redicjj01,2007,11,6-3,75
redmoma01,1978,60,6-6,78
reedda01,2018,32,6-5,77
reedju01,2005,40,6-8,80
reedpa01,2021,58,6-9,81
reedwi02,2016,NA,6-11,83
reeseal01,2025,NA,6-9,81
reevean01,2025,47,6-5,77
reevebr01,1996,6,7-0,84
reevekh01,1995,12,6-3,75
reidbi01,1980,98,6-5,77
reiddo01,1996,58,6-8,80
reidjr01,1990,5,6-9,81
reidna01,2020,NA,6-9,81
reidro01,1978,40,6-8,80
reidry01,2011,57,6-8,80
reineja01,2005,NA,6-11,83
rellfri01,1987,95,6-6,78
renchte01,1996,32,6-3,75
rentzef01,1997,23,6-11,83
respesh01,1996,8,6-1,73
restake01,1975,39,6-9,81
reynoca01,2019,NA,6-7,79
reynoje01,1986,22,6-8,80
rhodeja01,2023,NA,6-5,77
rhodero01,1998,24,6-6,78
ricegl01,1990,4,6-8,80
ricegl02,2014,35,6-6,78
richach01,2008,41,6-9,81
richacl01,1980,36,6-3,75
richaja01,2002,5,6-6,78
richaja02,2026,25,6-1,73
richaje01,2007,NA,6-6,78
richajo01,2016,40,6-5,77
richama01,2017,22,6-6,78
richami01,1979,4,6-5,77
richani01,2021,42,6-11,83
richano01,2002,NA,6-5,77
richapo01,1990,10,6-1,73
richaqu01,2001,18,6-6,78
richawi02,2026,56,6-3,75
richmmi01,1989,5,6-5,77
rideris01,1994,5,6-5,77
ridnolu01,2004,14,6-2,74
rigauan01,2003,NA,6-7,79
rileyer01,1994,33,7-0,84
rileywi01,2026,21,6-9,81
rillegr01,2021,56,6-2,74
risacza01,2025,1,6-8,80
rivasra01,1989,NA,6-10,82
riverau01,2013,10,6-4,76
riverda01,1989,25,6-0,72
riverdo01,1984,31,6-4,76
robbili01,2025,NA,7-0,84
roberal01,1985,7,6-4,76
roberan01,1978,21,6-5,77
roberan02,2006,NA,6-2,74
roberan03,2014,26,6-7,79
roberbr01,2013,NA,6-1,73
roberfr01,1983,27,6-10,82
roberla01,2006,55,6-9,81
roberry01,2000,45,6-5,77
roberst01,1992,23,7-0,84
roberte01,2001,NA,6-7,79
robeyri01,1979,3,6-11,83
robinbe01,2005,45,6-6,78
robinbi01,1976,10,6-7,79
robinch01,1997,51,6-5,77
robincl01,1980,11,6-9,81
robincl02,1990,36,6-10,82
robinda01,1988,1,7-1,85
robinde01,2018,NA,6-8,80
robindu01,2019,NA,6-7,79
robined01,2000,NA,6-8,80
robingl01,1995,1,6-7,79
robingl02,2015,40,6-6,78
robinja01,1979,67,6-6,78
robinja02,1994,21,6-2,74
robinja03,2001,NA,6-7,79
robinje01,2019,13,6-5,77
robinje02,2022,32,6-9,81
robinju01,2020,NA,6-1,73
robinla01,1991,NA,6-3,75
robinmi01,2019,36,7-0,84
robinna01,2006,21,5-9,69
robinol01,1983,24,6-4,76
robinor01,2023,NA,6-10,82
robinru01,1991,10,6-2,74
robinth01,2013,5,6-10,82
robintr01,1975,22,6-7,79
robinwa01,1981,31,6-8,80
robisda01,1972,44,6-10,82
robyis01,2020,45,6-6,78
rochejo01,1972,14,6-3,75
roddyda01,2023,23,6-5,77
rodmade01,1987,27,6-7,79
rodrise01,2007,27,6-3,75
roelo01,1996,30,6-7,79
rogerca01,1995,11,6-11,83
rogerjo01,1987,34,6-10,82
rogerro01,1994,9,6-7,79
rogerro02,1997,22,6-10,82
rolliry01,2023,44,6-3,75
rollitr01,1978,14,7-1,85
romarlo01,1981,141,6-1,73
rondora01,2007,21,6-1,73
rooksse01,1993,30,6-10,82
rosede01,2009,1,6-3,75
roseja01,1995,13,6-8,80
rosema01,1997,44,6-7,79
rosero01,1989,NA,6-5,77
rossqu01,2005,NA,6-6,78
rosste01,2013,8,6-6,78
rothdo01,1990,41,6-11,83
rothsc01,1986,82,6-8,80
roundda01,1976,28,6-8,80
rowanro01,1987,67,6-5,77
roweja01,2025,NA,6-6,78
rowinji01,1985,86,6-8,80
rowlade01,1982,211,6-5,77
rowsobr01,1988,34,6-9,81
royaldo01,1988,52,6-8,80
roybr01,2007,6,6-6,78
roziecl01,1995,16,6-11,83
roziete01,2016,16,6-1,73
rubiori01,2010,5,6-2,74
ruckegu01,2003,NA,6-11,83
ruddde01,1986,83,6-2,74
rudezda01,2015,NA,6-10,82
ruffimi01,2000,32,6-9,81
ruffitr01,1995,NA,6-1,73
rulanje01,1981,25,6-10,82
ruperra01,2024,43,6-7,79
ruscost01,1991,52,6-9,81
rushbr01,2009,13,6-6,78
rushka01,2003,20,6-6,78
russebr01,1994,45,6-7,79
russeca02,1975,8,6-8,80
russeda01,2016,2,6-3,75
russewa01,1983,78,6-5,77
russewa02,2012,NA,6-0,72
ryanma01,2022,NA,6-6,78
sabonar01,1986,77,7-3,87
sabondo01,2017,11,6-10,82
sacrero01,2013,60,7-0,84
salauti01,2025,6,6-10,82
sallejo01,1987,11,6-11,83
sallihu01,2026,NA,6-4,76
salmojo01,2003,26,6-6,78
salvake01,1997,NA,7-0,84
samakso01,2001,36,7-0,84
samanlu01,2020,19,6-10,82
sambch01,2007,51,7-1,85
sampsbr01,2019,NA,6-5,77
sampsja01,2003,47,6-11,83
sampsja02,2015,NA,6-7,79
sampsra01,1984,1,7-4,88
samueje01,2024,NA,6-6,78
samuesa01,2011,NA,6-9,81
sanchpe01,2001,NA,6-4,76
sandefr01,1979,20,6-6,78
sandeje01,1990,20,6-8,80
sandeko01,2026,50,6-8,80
sandela01,2011,15,6-11,83
sandeme01,2006,NA,6-5,77
sandemi01,1983,74,6-6,78
sanogad01,2024,NA,6-9,81
santida01,2001,NA,7-1,85
santogu01,2023,55,6-7,79
sapplwa01,1983,38,6-9,81
sarafbe01,2026,26,6-6,78
saricda01,2015,12,6-10,82
sarral01,2025,2,7-0,84
sarrol01,2022,NA,6-10,82
sasseja01,1997,41,6-7,79
sasseje01,2002,22,6-6,78
sassema01,2024,25,6-1,73
satorto01,2013,32,6-7,79
satteke01,2002,54,6-2,74
savovpr01,2003,NA,6-6,78
scalabr01,2002,35,6-9,81
scaleal01,2006,NA,6-4,76
scalede01,1981,36,6-8,80
schakjo01,2022,NA,6-6,78
schayda01,1982,13,6-11,83
schefst01,1991,39,6-9,81
schefto01,1978,117,6-11,83
scheiba01,2025,30,6-6,78
schenlu01,2006,NA,7-1,85
schindw01,1991,24,7-1,85
schoeru01,1983,45,6-10,82
schofad01,2020,42,6-5,77
schrede01,1986,8,6-10,82
schrode01,2014,17,6-1,73
schwejo01,1983,138,6-6,78
scolalu01,2003,56,6-9,81
scottal01,1978,136,6-7,79
scottbr01,1997,NA,6-10,82
scottby01,1984,4,6-4,76
scottch01,1971,106,6-5,77
scottde01,1991,4,6-8,80
scottja01,1997,NA,6-6,78
scottmi01,2013,43,6-7,79
scottsh01,1995,43,6-10,82
scotttr01,2022,NA,6-8,80
scrubja01,2021,55,6-5,77
scurrca01,1986,37,6-7,79
seabrde01,2023,NA,6-5,77
sealssh01,1998,NA,6-5,77
sealyma01,1993,14,6-8,80
searsma01,2026,NA,6-0,72
sefolth01,2007,13,6-6,78
seikaro01,1989,9,6-11,83
selbyjo01,2012,49,6-2,74
seldewa01,2017,NA,6-4,76
sellebr01,1987,9,7-0,84
senesa01,2007,10,6-11,83
sengual01,2022,16,6-11,83
sensabr01,2024,28,6-6,78
serapke01,2011,17,6-9,81
sesayan01,1999,30,6-9,81
sessira01,2008,56,6-3,75
seungha01,2005,46,7-3,87
sewelto01,1985,22,6-5,77
sextoco01,2019,8,6-3,75
shackch01,1989,32,6-11,83
shakumu01,2011,NA,6-3,75
shamela01,2019,26,6-5,77
shammgo01,1998,46,6-0,72
shannte01,2025,27,6-6,78
sharpda01,2022,29,6-10,82
sharpsh01,2023,7,6-5,77
sharpwa01,2009,32,6-9,81
shaskjo01,1987,61,6-11,83
shawbr01,1989,24,6-6,78
shawca01,1999,37,6-11,83
shayoma01,2020,54,6-5,77
sheadja01,2025,45,6-1,73
sheltcr01,1981,28,6-7,79
sheltlo01,1977,25,6-8,80
shengto01,2013,54,6-9,81
sheppbe01,2024,26,6-6,78
sheppje01,1999,NA,6-3,75
sheppre01,2025,3,6-2,74
sheroed01,1982,72,6-2,74
shirlpa01,2003,NA,6-10,82
shortpu01,1979,5,6-7,79
shousde01,1986,92,6-2,74
shumajo01,1975,4,6-9,81
shumpim01,2012,17,6-5,77
shvedal01,2013,NA,6-6,78
siakapa01,2017,27,6-8,80
siberjo01,2019,NA,6-4,76
sichtje01,1980,82,6-1,73
sikmaja01,1978,8,6-11,83
silasja01,1973,70,6-1,73
silaspa01,1965,12,6-7,79
silasxa01,2012,NA,6-5,77
silerga01,2011,NA,6-11,83
silvach01,2020,NA,6-8,80
simiewa01,2006,29,6-9,81
simmobe01,2017,1,6-10,82
simmobo01,2002,42,6-7,79
simmoce01,2007,15,6-9,81
simmojo02,2016,NA,6-6,78
simmoko01,2018,NA,6-5,77
simmoli01,1991,7,6-7,79
simonan01,2019,24,6-3,75
simonma01,2021,44,7-0,84
simonmi01,1999,42,6-3,75
simpkdi01,1995,21,6-9,81
simpskj01,2025,42,6-2,74
simpsra01,1973,11,6-5,77
simpsza01,2022,NA,6-0,72
simsal01,1999,NA,6-4,76
simsco01,2008,NA,6-10,82
simshe01,2013,NA,6-10,82
simsja01,2025,NA,6-6,78
simsje01,2022,58,6-10,82
singlch01,2012,18,6-8,80
singlja01,2006,NA,6-8,80
singlky01,2012,33,6-8,80
singlmc01,1985,120,6-5,77
singlse01,2009,42,6-0,72
sirvyde01,2020,37,6-8,80
sittoch01,1985,38,6-8,80
sivape01,2014,56,6-0,72
skapidm01,2024,NA,7-1,85
skilesc01,1987,22,6-1,73
skinnal01,1975,160,6-3,75
skinnbr01,1999,22,6-9,81
slatere01,1995,NA,6-7,79
slaugjo01,1983,43,6-5,77
slawsja01,2024,54,6-7,79
slayta01,2003,54,6-8,80
sloando01,2012,NA,6-3,75
slokaur01,2006,58,6-10,82
slubyto01,1985,41,6-4,76
smailal01,2020,39,6-10,82
smallja01,2026,48,6-1,73
smartja01,2022,NA,6-4,76
smartke01,1989,41,6-1,73
smartma01,2015,6,6-3,75
smithbi02,1970,6,6-5,77
smithch01,1989,3,6-10,82
smithch02,1990,NA,6-1,73
smithch03,1993,34,6-3,75
smithch04,1998,26,6-4,76
smithch05,2014,NA,6-2,74
smithcl01,1987,97,6-6,78
smithcr01,2007,36,6-7,79
smithde02,1983,35,6-6,78
smithde03,2018,9,6-2,74
smithdo03,1992,6,6-10,82
smithdo04,2005,34,6-7,79
smithdr01,2023,NA,6-2,74
smithgr02,2012,NA,6-10,82
smithis01,2011,NA,6-0,72
smithja01,2001,45,6-11,83
smithja02,2008,20,7-0,84
smithja04,2021,10,6-8,80
smithja05,2023,3,6-11,83
smithje01,2012,NA,6-2,74
smithji01,1982,54,6-9,81
smithjo02,1996,1,6-10,82
smithjo03,2005,17,6-9,81
smithjr01,2005,18,6-6,78
smithke01,1988,6,6-3,75
smithke03,1987,45,6-3,75
smithla01,1981,24,6-8,80
smithla02,1992,19,6-3,75
smithle01,2000,29,6-10,82
smithmi01,1990,13,6-10,82
smithmi02,1995,35,6-8,80
smithmi03,2001,35,6-8,80
smithni01,2024,27,6-2,74
smithno01,2012,21,6-2,74
smithot01,1987,41,6-5,77
smithph01,1975,29,6-4,76
smithra01,1971,205,6-3,75
smithre01,1993,31,6-10,82
smithro01,1978,65,5-11,71
smithru01,2015,47,6-0,72
smithsa02,1978,48,6-4,76
smithst01,1992,5,6-8,80
smithst02,1997,NA,6-2,74
smithst03,2007,NA,6-8,80
smithte01,2024,NA,6-4,76
