id,draft_year,draft_position,height,height_inches
evansma01,2002,NA,6-5,77
evansmi01,1979,21,6-1,73
evansre01,2003,NA,6-8,80
evansty01,2010,4,6-6,78
evbuoto01,2024,NA,6-8,80
ewingda01,2006,32,6-3,75
ewingpa01,1986,1,7-0,84
ewingpa02,2009,43,6-8,80
exumda01,2015,5,6-5,77
eyengch01,2010,30,6-5,77
ezelife01,2013,30,6-11,83
fallta01,2020,NA,7-6,90
farieke01,2012,22,6-8,80
farmajo01,2007,26,6-2,74
farmede01,2007,NA,6-5,77
farmeji01,1988,20,6-4,76
farmeto01,1998,NA,6-9,81
favervi01,2014,NA,6-11,83
favorde01,2011,3,6-9,81
fazekni01,2008,34,6-11,83
fearsje01,2026,7,6-3,75
feickja01,1997,48,6-8,80
feitlda01,1987,43,6-11,83
feldeka01,2017,54,5-9,69
feliccr01,2016,NA,6-11,83
felixca01,2014,33,6-6,78
felixno01,2006,NA,6-9,81
feltora01,2006,5,6-1,73
fergude01,2004,NA,6-7,79
fergute01,2018,21,6-6,78
fernabr01,2020,34,6-9,81
fernaru01,2008,24,6-6,78
fernser01,1976,62,6-10,82
ferredu01,1989,NA,6-7,79
ferrero01,1989,26,7-1,85
ferreyo01,2017,NA,6-0,72
ferryda01,1990,2,6-10,82
fesenky01,2008,38,7-1,85
fieldke01,1985,21,6-5,77
fieldla01,2011,39,6-7,79
filipky01,2025,32,6-11,83
finlemi01,1996,21,6-7,79
finnedo01,2017,NA,6-7,79
fishede01,1997,24,6-1,73
fishma01,1993,50,6-11,83
fitchge01,2006,NA,6-3,75
fittsma01,2021,NA,6-5,77
fizerma01,2001,4,6-9,81
flaggco01,2026,1,6-9,81
flaglad01,2024,NA,6-1,73
flemira01,2026,31,6-9,81
flemive01,1985,18,6-5,77
florelu01,2005,55,6-2,74
flowebr01,1980,26,6-8,80
flowetr01,2025,NA,6-9,81
floydsl01,1983,13,6-3,75
flynnjo01,2010,6,6-0,72
flynnma01,2021,29,6-1,73
fontais01,2002,NA,6-4,76
fontesi01,2023,NA,6-7,79
footeje01,2012,NA,7-0,84
forbebr01,2017,NA,6-2,74
forbega01,2011,NA,6-7,79
fordal01,1994,32,6-1,73
fordal02,2002,51,6-9,81
fordal03,2022,NA,6-8,80
fordch01,1973,17,6-5,77
forddo01,1976,92,6-9,81
fordjo01,2024,NA,6-1,73
fordph01,1979,2,6-2,74
fordsh01,1996,26,6-7,79
fordsh02,2006,NA,6-9,81
fordtj01,2004,8,6-0,72
forretr01,2021,NA,6-4,76
fortejo01,2002,21,6-4,76
fortsco01,2012,NA,5-11,71
fortsda01,1998,10,6-7,79
fostegr01,1991,35,6-11,83
fosteje01,2000,21,6-11,83
fostemi02,2023,NA,6-8,80
fostero01,1984,28,6-1,73
fotsian01,2002,48,6-10,82
fournev01,2013,20,6-6,78
fowlktr01,1999,54,6-8,80
foxde01,2018,5,6-3,75
foxri01,1992,24,6-7,79
foyera01,2007,7,6-4,76
foylead01,1998,8,6-10,82
frahmri01,2004,NA,6-5,77
francst01,2000,2,6-3,75
frankja01,2014,41,6-5,77
frankro01,2021,NA,6-7,79
frankte01,1988,14,6-10,82
frazime01,2019,35,6-6,78
frazimi01,2020,NA,6-3,75
fraziti01,2015,NA,6-1,73
fraziwa01,1968,5,6-4,76
fredean01,1987,133,6-7,79
fredeji01,2012,10,6-2,74
freeljo01,2007,30,6-10,82
freemen01,2025,50,6-9,81
freemja01,2024,NA,6-3,75
freewo01,1976,23,6-3,75
freijma01,2005,53,6-10,82
fryech01,2006,8,7-0,84
fudgeal01,2024,NA,6-8,80
fullehi01,2004,NA,6-9,81
fulleto01,1981,93,6-4,76
fulleto02,1997,11,6-11,83
fultzma01,2018,1,6-4,76
fundela01,1995,51,6-9,81
funkan01,2024,NA,6-5,77
furlote01,1977,12,6-4,76
furphjo01,2025,35,6-8,80
gabriwe01,2020,NA,6-9,81
gadzuda01,2003,34,6-11,83
gaffoda01,2020,38,6-10,82
gaide01,2006,NA,6-9,81
gaineco01,1989,65,6-3,75
gainere01,2004,15,6-6,78
gainesu01,2010,NA,6-1,73
galemi01,1972,47,6-4,76
gallach01,1992,32,6-10,82
gallida01,2009,6,6-10,82
gallola01,2015,NA,6-1,73
gamblke01,1988,63,6-5,77
garbajo01,2007,NA,6-9,81
garceru01,2001,NA,6-9,81
garcial01,2004,NA,6-3,75
garcifr01,2006,23,6-7,79
gardnmy01,2026,NA,6-5,77
gardnth01,2008,NA,6-5,77
garinpa01,2017,NA,6-6,78
garlada01,2020,5,6-1,73
garlaga01,1980,30,6-4,76
garlawi01,1988,40,6-2,74
garnebi02,1983,4,6-9,81
garnech01,1998,NA,5-10,70
garneke01,1996,5,6-11,83
garnema01,1999,NA,6-2,74
garrebi01,2019,NA,6-6,78
garreca01,1980,47,6-7,79
garrede01,1989,38,6-11,83
garredi02,2013,NA,6-4,76
garrema01,2022,NA,6-5,77
garrijo01,1984,27,6-8,80
garriki01,1998,NA,6-2,74
garripa01,1999,19,6-9,81
garrito01,1989,45,6-2,74
garubus01,2022,23,6-8,80
garzalu01,2022,52,6-10,82
gasolma01,2008,48,6-11,83
gasolpa01,2002,3,7-0,84
gateska01,2024,NA,6-8,80
gatlich01,1992,16,6-10,82
gattike01,1987,55,6-8,80
gayru01,2007,8,6-8,80
gazean01,1994,NA,6-7,79
gbinimi01,2017,49,6-7,79
gearyre01,1997,56,6-2,74
geeal01,2010,NA,6-6,78
geigema01,1993,42,7-0,84
gelabmi01,2006,48,6-7,79
georgde01,2000,23,6-8,80
georgke01,2024,16,6-4,76
georgky01,2025,24,6-8,80
georgma01,2017,NA,6-5,77
georgpa01,2011,10,6-8,80
georgta01,1991,22,6-5,77
gerargu01,1976,50,6-8,80
gervide01,1986,90,6-8,80
gervige01,1975,40,6-7,79
gianejo01,1973,20,6-10,82
gibsoda01,2007,42,6-2,74
gibsojo01,2017,NA,6-2,74
gibsomi01,1983,44,6-10,82
gibsota01,2010,26,6-9,81
giddejo01,2022,6,6-7,79
giddejr01,2009,30,6-5,77
gildetr01,2010,NA,6-9,81
gilesha01,2018,20,6-10,82
gilgesh01,2019,11,6-6,78
gillan01,2021,NA,6-7,79
gillebe01,1989,NA,7-0,84
gilleco01,2024,NA,6-1,73
gilled01,2001,NA,6-0,72
gillefr01,2021,NA,6-9,81
gilliar01,1988,2,6-9,81
gillke01,1991,5,6-5,77
gilmoar01,1972,117,7-2,86
gilyaja01,2023,NA,5-8,68
ginobma01,2000,57,6-6,78
giricgo01,2000,40,6-6,78
givenja01,1979,16,6-5,77
gladnmi01,2012,NA,6-11,83
glassge01,1991,20,6-5,77
glennmi01,1978,23,6-2,74
gloucge01,1986,148,6-8,80
glovedi01,2000,20,6-5,77
glynian01,2004,58,7-1,85
gminsmi01,1981,7,6-11,83
goberru01,2014,27,7-1,85
godfrda01,1991,NA,6-10,82
goldwan01,1995,52,6-1,73
gomesry01,2006,50,6-7,79
gondrgl01,1978,26,6-6,78
gondrgr01,1987,77,6-5,77
gonzahu01,2026,28,6-6,78
goodedr01,2003,4,6-10,82
goodrst01,2001,NA,6-10,82
goodwar01,2014,29,6-5,77
goodwbr01,2019,NA,6-0,72
goodwjo01,2022,NA,6-3,75
gordoaa01,2015,4,6-8,80
gordobe01,2005,3,6-3,75
gordodr01,2015,NA,6-9,81
gordoer01,2009,7,6-3,75
gordola01,1985,8,6-3,75
gortama01,2006,57,6-11,83
gortmja01,2025,NA,6-2,74
goudean01,2012,46,6-3,75
graceri01,1989,67,6-1,73
grahade01,2019,34,6-1,73
grahagr01,1994,17,6-4,76
grahajo01,2006,16,6-7,79
grahaor01,1989,40,6-8,80
grahapa01,1992,NA,6-6,78
grahast01,2006,NA,6-6,78
grahatr01,2017,NA,6-5,77
grandji01,1985,76,7-0,84
grandro01,1988,100,6-6,78
grangda01,2006,17,6-9,81
grangst01,1984,24,6-3,75
grantbr01,1995,8,6-9,81
grantdo01,2019,NA,6-8,80
grantga01,1989,15,6-3,75
grantgr01,1990,52,5-7,67
grantha01,1989,12,6-8,80
grantho01,1988,10,6-10,82
grantje01,2015,39,6-7,79
grantje02,2016,19,6-4,76
grantjo01,1994,43,6-9,81
grantpa01,1998,20,7-0,84
gravebu01,1985,68,6-3,75
graveha01,2022,NA,6-2,74
grayaa01,2008,49,7-0,84
grayde01,1997,NA,6-7,79
grayed01,1998,22,6-3,75
grayeje01,1989,13,6-5,77
grayev01,1997,NA,6-7,79
grayjo01,2018,NA,6-0,72
grayra01,2022,59,6-7,79
grayst01,1985,29,7-0,84
graysy01,1989,35,6-6,78
greenac01,1986,23,6-9,81
greenaj01,2023,NA,6-4,76
greenda01,1980,2,6-9,81
greenda02,2010,46,6-6,78
greende01,2006,NA,6-7,79
greendo01,2009,28,6-11,83
greendr01,2013,35,6-6,78
greener01,2014,46,6-4,76
greenge01,2006,18,6-6,78
greenja01,2015,NA,6-9,81
greenja02,2020,NA,6-5,77
greenja05,2022,2,6-4,76
greenje02,2008,5,6-8,80
greenjo02,2021,18,6-6,78
greenke01,1982,34,6-8,80
greenke02,1986,12,6-6,78
greenli01,1993,39,6-1,73
greenmi01,1974,4,6-10,82
greenor01,2006,53,6-4,76
greenri01,1978,16,6-0,72
greense01,1992,41,6-5,77
greensi02,1984,5,6-9,81
greenta01,2008,52,6-0,72
greenwi01,2004,41,6-4,76
greerly01,2007,NA,6-2,74
gregocl01,1982,41,6-8,80
greigjo01,1983,65,6-7,79
greveke01,1976,18,6-5,77
griffad01,2000,NA,6-5,77
griffaj01,2023,16,6-6,78
griffbl01,2010,1,6-9,81
griffda01,1981,2,6-4,76
griffed01,2002,7,6-10,82
griffpa01,1977,74,6-9,81
griffta01,2010,48,6-7,79
grimequ01,2022,25,6-4,76
grimmde01,1998,NA,6-9,81
grossbo01,1976,25,6-6,78
grundan01,2006,NA,6-3,75
grunfer01,1978,11,6-6,78
gudmupe01,1982,61,7-2,86
gudurma01,2020,NA,6-6,78
gueyemo01,2024,NA,6-9,81
gueyemo02,2024,39,6-11,83
guglito01,1993,6,6-10,82
guibean01,1994,NA,6-10,82
guidija01,1993,NA,6-10,82
gutiejo01,2014,NA,6-3,75
guyky01,2020,55,6-1,73
guytoaj01,2001,32,6-1,73
hachiru01,2020,9,6-8,80
haddaha01,2009,NA,7-2,86
haffnsc01,1990,45,6-3,75
haganas01,2021,NA,6-3,75
hagangl01,1979,43,6-0,72
hairsma01,2009,48,6-6,78
hairspj02,2015,26,6-6,78
haislma01,2003,13,6-10,82
haleyja01,1988,79,6-10,82
halibty01,2021,12,6-5,77
hallde01,2019,53,6-2,74
halldo01,2020,NA,6-10,82
halljo01,2021,NA,6-9,81
halljo02,2023,NA,6-7,79
hallmi01,2007,NA,6-8,80
hallpj01,2025,NA,6-8,80
hallty01,2022,NA,6-5,77
hamda01,1997,NA,6-7,79
hamerst01,1997,38,7-0,84
hamilda02,2017,56,6-7,79
hamiljo02,2012,26,6-7,79
hamilju01,2013,45,7-0,84
hamilri01,2000,7,6-7,79
hamilro01,1980,10,6-2,74
hamilta01,2002,NA,6-8,80
hamilth01,1996,NA,7-2,86
hamilze01,2001,NA,6-11,83
hammige01,1994,26,7-0,84
hammoaj01,2017,46,7-0,84
hammoto01,1990,9,6-9,81
hamptrj01,2021,24,6-4,76
hancoda01,1995,38,6-7,79
handlbe01,2004,NA,6-10,82
hannadu01,2019,NA,6-4,76
hansbbe01,2013,NA,6-3,75
hansbty01,2010,13,6-9,81
hansebo01,1984,54,6-6,78
hansetr01,2004,37,6-6,78
hansore01,1998,NA,6-8,80
hanzlbi01,1981,20,6-7,79
haranlu01,2011,52,6-8,80
hardaan01,1994,3,6-7,79
hardati01,1990,14,6-0,72
hardati02,2014,24,6-5,77
hardeja01,2010,3,6-5,77
hardyal01,1981,NA,6-7,79
hardyja01,1979,11,6-8,80
hardyja02,2023,37,6-3,75
harklej01,2025,NA,6-3,75
harklma01,2013,15,6-7,79
harmoje01,1995,NA,6-4,76
harpede01,1984,11,6-4,76
harpedy01,2026,2,6-5,77
harpeja01,2020,NA,5-10,70
harpeju01,2012,32,6-10,82
harpemi01,1981,56,6-10,82
harpero01,1987,8,6-6,78
harpero02,2023,NA,6-5,77
harprma01,1999,15,6-7,79
harrejo01,2012,45,6-10,82
harremo01,2016,32,6-7,79
harriaa01,2016,NA,6-6,78
harriad01,2003,NA,6-5,77
harrial01,1999,25,6-9,81
harrian01,2016,44,6-6,78
harrida01,2005,29,7-0,84
harride01,2005,5,6-3,75
harriel01,2014,NA,6-8,80
harriga01,2015,19,6-4,76
harrija01,2021,59,6-5,77
harrijo01,2015,33,6-6,78
harriju01,2003,NA,6-4,76
harrike01,2023,NA,6-5,77
harrilu01,1994,28,6-5,77
harrima01,2011,NA,6-5,77
harrimi01,2008,NA,6-6,78
harriot01,1997,30,6-9,81
harrish01,2018,NA,6-4,76
harrist01,1986,19,6-5,77
harrite01,2012,NA,6-5,77
harrito01,1991,NA,6-3,75
harrito02,2012,19,6-8,80
harteis01,2018,43,7-0,84
hartja01,2001,49,6-3,75
hartjo01,2018,30,6-5,77
harvean01,1994,NA,6-11,83
harvedo01,2001,22,6-8,80
haskisc01,1994,14,6-11,83
hasleud01,2004,NA,6-8,80
hassejo01,1978,52,6-5,77
hassetr01,2002,30,6-5,77
hastisc01,1983,29,6-10,82
hastoki01,2002,16,6-9,81
hausesa01,2022,NA,6-7,79
hawessp01,2008,10,7-1,85
hawesst01,1973,24,6-9,81
hawkihe01,1989,6,6-3,75
hawkijo01,2024,14,6-5,77
hawkiju01,2003,NA,6-7,79
hawkimi01,1997,NA,6-0,72
hayesch01,2006,NA,6-6,78
hayesel01,1969,1,6-9,81
hayesja01,2004,10,6-7,79
hayesja02,2020,8,7-0,84
hayeski01,2021,7,6-4,76
hayesni01,2018,NA,6-7,79
hayesst01,1978,76,7-0,84
haywago01,2011,9,6-7,79
haywala01,2011,30,6-6,78
haywobr01,2002,20,7-0,84
haywosp01,1972,30,6-8,80
headlu01,2006,24,6-3,75
healsh01,1997,NA,6-0,72
heardga01,1971,40,6-6,78
hearnre01,2018,NA,6-5,77
heggsal01,1996,NA,6-8,80
hendeal01,1996,16,6-9,81
hendece01,1987,32,6-8,80
hendece02,1998,45,6-7,79
hendeda01,1987,58,6-5,77
hendege01,1979,64,6-2,74
hendege02,2010,12,6-5,77
hendeje01,1986,NA,6-11,83
hendejr01,1999,56,6-8,80
hendeke01,1987,50,6-4,76
hendesc01,2024,3,6-3,75
hendeto01,1975,7,6-3,75
hendrma01,1997,31,6-9,81
hendrta01,2024,9,6-9,81
henryaa01,2022,NA,6-5,77
henryca01,1985,80,6-6,78
henryco01,1987,89,6-7,79
henrymy01,2018,NA,6-6,78
henrysk01,1994,NA,6-7,79
henryxa01,2011,12,6-6,78
hensojo01,2013,14,6-9,81
hensost01,1991,44,5-11,71
hernade01,2020,59,6-10,82
hernaju01,2017,15,6-9,81
hernawi01,2016,35,6-11,83
herreca01,1991,30,6-9,81
herrech01,2000,33,6-2,74
herrmwa01,2007,NA,6-9,81
herroke01,1979,24,6-6,78
herroty01,2020,13,6-5,77
herveke01,2019,57,6-8,80
hezonma01,2016,5,6-8,80
hibbero01,2009,17,7-2,86
hicksis01,2018,NA,6-9,81
hicksjj01,2009,19,6-9,81
hieldbu01,2017,6,6-4,76
higgico01,2012,NA,6-5,77
higgimi01,1990,NA,6-9,81
higgiro01,1983,31,6-7,79
higgise01,1991,54,6-9,81
higgske01,1979,57,6-0,72
highjo01,1980,24,6-3,75
highsha01,2019,NA,6-5,77
hilarne01,2003,7,6-11,83
hillar01,1977,9,6-4,76
hillge01,2009,26,6-4,76
hillgr01,1995,3,6-8,80
hillida01,2016,38,6-6,78
hilljo01,2010,8,6-10,82
hillma01,2022,NA,6-6,78
hillmda01,1972,8,6-9,81
hillso01,2014,23,6-6,78
hillst01,2009,NA,7-0,84
hillty01,1991,11,6-9,81
hinriki01,2004,7,6-4,76
hinsoro01,1984,20,6-9,81
hintona01,2021,NA,6-5,77
hitero01,2007,NA,6-2,74
hoardja01,2020,NA,6-8,80
hobsoda01,2011,37,6-7,79
hodgecr01,1983,48,6-2,74
hodgedm01,2024,NA,6-3,75
hodgedo01,1992,33,7-0,84
hodgeju01,2006,20,6-7,79
hoibefr01,1996,52,6-4,76
holcora01,2003,57,6-9,81
holidaa01,2019,23,6-0,72
holidjr01,2010,17,6-4,76
holidju01,2013,NA,6-6,78
hollabr01,1980,14,6-3,75
hollajo02,2016,NA,6-5,77
hollaro01,2025,5,6-8,80
hollili01,1976,6,6-3,75
holliro01,2016,23,6-6,78
holliry01,2007,50,7-0,84
holmeda01,2025,22,6-9,81
holmeri01,2016,37,6-9,81
holmgch01,2023,2,7-1,85
holtomi01,1984,53,6-4,76
honeyje01,1998,39,6-9,81
honeyty01,2012,35,6-8,80
hoodde01,2000,NA,6-8,80
hoodro01,2015,23,6-8,80
hoodsja01,2024,17,6-5,77
hoppeda01,1987,65,6-11,83
hopsode01,1988,3,6-5,77
hopsosc01,2014,NA,6-7,79
hordgce01,1980,49,6-8,80
horfoal01,2008,3,6-8,80
horfoti01,1989,39,7-1,85
hornaje01,1987,46,6-4,76
hornede01,2012,NA,6-9,81
horryro01,1993,11,6-10,82
hortoed01,1990,39,6-8,80
hortota01,2020,46,6-4,76
houseda01,2017,NA,6-6,78
houseed01,2001,37,6-1,73
houstal01,1994,11,6-6,78
houstby01,1993,27,6-5,77
houstca01,2023,32,6-8,80
hovasto01,1995,NA,6-8,80
howarbr01,1992,NA,6-6,78
howardw01,2005,1,6-10,82
howarje01,2024,11,6-8,80
howarjo01,2004,29,6-7,79
howarju01,1995,5,6-9,81
howarma02,2021,NA,5-10,70
howarst01,1993,NA,6-9,81
howarwi01,2020,NA,6-8,80
hubbaph01,1980,15,6-8,80
hudgitr01,2023,NA,6-0,72
hudsole01,2010,58,6-3,75
hudsotr01,1998,NA,6-1,73
huertke01,2019,19,6-6,78
huertma01,2016,NA,6-3,75
huestjo01,2015,29,6-7,79
huffja01,2022,NA,7-1,85
huffmna01,2003,NA,7-1,85
hugheed01,1983,140,5-10,70
hugheel01,2021,39,6-5,77
hugheki01,1975,45,6-11,83
hughela01,1999,8,6-5,77
hugheri01,1986,14,6-5,77
hugheri02,2000,NA,6-9,81
hukpoar01,2025,58,7-0,84
hummero01,2013,58,6-8,80
humphis01,2019,NA,7-0,84
humphja01,1985,13,6-3,75
humphkr01,2005,14,6-9,81
humphry01,2003,19,6-8,80
huntebr01,2004,56,6-7,79
huntece01,1992,NA,6-0,72
huntech01,2010,NA,6-11,83
huntede01,2020,4,6-7,79
hunteli01,1994,10,6-2,74
hunteot01,2009,NA,6-8,80
hunterj01,2016,28,6-5,77
huntest01,2002,15,7-0,84
huntevi01,2018,NA,6-8,80
huntfe01,2022,NA,6-8,80
hurlebo01,1994,7,6-0,72
hurtma01,2024,NA,6-9,81
hustoge01,1980,50,6-2,74
hutchch01,2019,22,6-6,78
hylanbo01,2022,26,6-2,74
iavarma01,1979,55,6-10,82
ibakase01,2009,24,6-11,83
ighodos01,2025,40,6-11,83
iguodan01,2005,9,6-6,78
ilgauzy01,1997,20,7-3,87
ilicmi01,2006,43,7-1,85
ilyaser01,2006,36,6-9,81
inglejo01,2015,NA,6-8,80
inglida01,2015,31,6-8,80
ingraan01,2018,NA,6-3,75
ingrabr01,2017,2,6-8,80
ingraha01,2025,48,6-5,77
irvinby01,1990,22,6-5,77
irvinky01,2012,1,6-2,74
isaacjo01,2018,6,6-10,82
isselda01,1971,122,6-9,81
iuzzomi01,1992,35,5-10,70
iversal01,1997,1,6-0,72
iveyja01,2023,5,6-3,75
iveyro01,2005,37,6-3,75
iwundwe01,2018,33,6-6,78
jackja01,2006,22,6-3,75
jacksaa01,2018,NA,6-3,75
jacksan01,2024,36,6-6,78
jacksbo01,1998,23,6-1,73
jacksce01,2010,NA,6-3,75
jacksda01,2009,52,6-9,81
jacksde01,2017,45,6-1,73
jacksfr01,2018,31,6-3,75
jacksgg01,2024,45,6-9,81
jacksis01,2022,22,6-8,80
jacksja01,1990,NA,6-4,76
jacksja02,2019,4,6-10,82
jacksje01,2000,NA,6-4,76
jacksji01,1993,4,6-6,78
jacksjo02,2018,4,6-8,80
jacksju01,2018,15,6-8,80
jackslu02,2005,10,6-7,79
jacksma01,1988,18,6-3,75
jacksma02,1998,38,6-10,82
jacksmi02,1987,47,6-2,74
jacksmy01,1987,85,6-3,75
jacksph01,1968,17,6-8,80
jackspi01,2014,42,5-10,70
jacksqu01,2023,NA,6-4,76
jacksra01,1985,71,6-2,74
jacksra02,1999,NA,6-11,83
jacksre01,2012,24,6-2,74
jacksst01,1994,NA,6-3,75
jacksst02,1998,43,6-8,80
jacksto02,1981,87,6-0,72
jackstr01,1982,25,6-6,78
jackstr02,2024,57,6-9,81
jacobca01,2003,22,6-6,78
jacobsa01,1999,26,6-4,76
jamerda01,1991,15,6-5,77
jamesbe01,2013,33,6-10,82
jamesbr02,2025,55,6-2,74
jamesda01,2011,24,6-7,79
jameshe01,1991,NA,6-8,80
jamesje01,1999,36,7-1,85
jamesju01,2020,40,6-6,78
jamesle01,2004,1,6-9,81
jamesmi01,2002,NA,6-2,74
jamesmi02,2018,NA,6-1,73
jamessi01,2026,33,6-5,77
jamesti01,2000,25,6-7,79
jamisan01,1999,4,6-9,81
jamisha01,2000,NA,6-8,80
jaqueja01,2024,18,6-6,78
jaricma01,2001,30,6-7,79
jarrede01,2022,NA,6-5,77
jasiksa01,2006,NA,6-4,76
jawaina01,2009,41,6-10,82
jeelaab01,1977,50,6-8,80
jeffeal01,2005,15,6-10,82
jeffeam01,2019,NA,6-9,81
jeffech01,2003,27,6-8,80
jeffeco01,2015,60,6-9,81
jeffedo01,2009,NA,6-5,77
jeffeot01,2010,NA,6-5,77
jefferi01,2002,13,6-7,79
jeffrda01,2020,NA,6-5,77
jeffrja01,2003,11,6-11,83
jemistr01,2024,NA,6-10,82
jenkich01,2012,44,6-3,75
jenkida01,2025,NA,6-4,76
jenkiho01,2005,NA,6-1,73
jenkijo01,2013,23,6-4,76
jennibr01,2010,10,6-1,73
jennike01,1993,NA,5-7,67
